0,#waywire,http://www.waywire.com,|Entertainment|Politics|Social Media|News|,USA
1,&TV Communications,http://enjoyandtv.com,|Games|,USA
2,'Rock' Your Paper,http://www.rockyourpaper.org,|Publishing|Education|,EST
3,(In)Touch Network,http://www.InTouchNetwork.com,|Electronics|Guides|Coffee|Restaurants|Music|iPhone|Apps|Mobile|iOS|E-Commerce|,GBR
4,+n (PlusN),http://plusn.com,|Software|,USA
